title,abstract,keywords,authors,url,from_source
Towards Real-Time Segmentation on the Edge,"The research in real-time segmentation mainly focuses on desktop GPUs.
However, autonomous driving and many other applications rely on real-time segmentation on the edge, and current arts are far from the goal.
In addition, recent advances in vision transformers also inspire us to re-design the network architecture for dense prediction task.
In this work, we propose to combine the self attention block with lightweight convolutions to form new building blocks, and employ latency constraints to search an efficient sub-network.
We train an MLP latency model based on generated architecture configurations and their latency measured on mobile devices, so that we can predict the latency of subnets during search phase.
To the best of our knowledge, we are the first to achieve over 74% mIoU on Cityscapes with semi-real-time inference (over 15 FPS) on mobile GPU from an off-the-shelf phone.","[""CV: Segmentation"", ""ML: Auto ML and Hyperparameter Tuning"", ""ML: Learning on the Edge & Model Compression""]","[""Yanyu Li"", ""Changdi Yang"", ""Pu Zhao"", ""Geng Yuan"", ""Wei Niu"", ""Jiexiong Guan"", ""Hao Tang"", ""Minghai Qin"", ""Qing Jin"", ""Bin Ren"", ""Xue Lin"", ""Yanzhi Wang""]",https://ojs.aaai.org/index.php/AAAI/article/view/25232/25004,AAAI
Towards Decision-Friendly AUC: Learning Multi-Classifier with AUCÂµ,"Area Under the ROC Curve (AUC) is a widely used ranking metric in imbalanced learning due to its insensitivity to label distributions. As a well-known multiclass extension of AUC, Multiclass AUC (MAUC, a.k.a. M-metric) measures the average AUC of multiple binary classifiers. In this paper, we argue that simply optimizing MAUC is far from enough for imbalanced multi-classification. More precisely, MAUC only focuses on learning scoring functions via ranking optimization, while leaving the decision process unconsidered. Therefore, scoring functions being able to make good decisions might suffer from low performance in terms of MAUC. To overcome this issue, we turn to explore AUCÂµ, another multiclass variant of AUC, which further takes the decision process into consideration. Motivated by this fact, we propose a surrogate risk optimization framework to improve model performance from the perspective of AUCÂµ. Practically, we propose a two-stage training framework for multi-classification, where at the first stage a scoring function is learned maximizing AUCÂµ, and at the second stage we seek for a decision function to improve the F1-metric via our proposed soft F1. Theoretically, we first provide sufficient conditions that optimizing the surrogate losses could lead to the Bayes optimal scoring function. Afterward, we show that the proposed surrogate risk enjoys a generalization bound in order of O(1/âˆšN). Experimental results on four benchmark datasets demonstrate the effectiveness of our proposed method in both AUCÂµ and F1-metric.","[""ML: Multi-Class/Multi-Label Learning & Extreme Classification"", ""ML: Classification and Regression""]","[""Peifeng Gao"", ""Qianqian Xu"", ""Peisong Wen"", ""Huiyang Shao"", ""Yuan He"", ""Qingming Huang""]",https://ojs.aaai.org/index.php/AAAI/article/view/25926/25698,AAAI
Directed Acyclic Graph Structure Learning from Dynamic Graphs,"Estimating the structure of directed acyclic graphs (DAGs) of features (variables) plays a vital role in revealing the latent data generation process and providing causal insights in various applications. Although there have been many studies on structure learning with various types of data, the structure learning on the dynamic graph has not been explored yet, and thus we study the learning problem of node feature generation mechanism on such ubiquitous dynamic graph data. In a dynamic graph, we propose to simultaneously estimate contemporaneous relationships and time-lagged interaction relationships between the node features. These two kinds of relationships form a DAG, which could effectively characterize the feature generation process in a concise way. To learn such a DAG, we cast the learning problem as a continuous score-based optimization problem, which consists of a differentiable score function to measure the validity of the learned DAGs and a smooth acyclicity constraint to ensure the acyclicity of the learned DAGs. These two components are translated into an unconstraint augmented Lagrangian objective which could be minimized by mature continuous optimization techniques. The resulting algorithm, named GraphNOTEARS, outperforms baselines on simulated data across a wide range of settings that may encounter in real-world applications. We also apply the proposed approach on two dynamic graphs constructed from the real-world Yelp dataset, demonstrating our method could learn the connections between node features, which conforms with the domain knowledge.","[""ML: Graph-based Machine Learning"", ""DMKM: Graph Mining"", ""Social Network Analysis & Community Mining"", ""ML: Causal Learning""]","[""Shaohua Fan"", ""Shuyang Zhang"", ""Xiao Wang"", ""Chuan Shi""]",https://ojs.aaai.org/index.php/AAAI/article/view/25913/25685,AAAI
Fast and Accurate Binary Neural Networks Based on Depth-Width Reshaping,"Network binarization (i.e., binary neural networks, BNNs) can efficiently compress deep neural networks and accelerate model inference but cause severe accuracy degradation. Existing BNNs are mainly implemented based on the commonly used full-precision network backbones, and then the accuracy is improved with various techniques. However, there is a question of whether the full-precision network backbone is well adapted to BNNs. We start from the factors of the performance degradation of BNNs and analyze the problems of directly using full-precision network backbones for BNNs: for a given computational budget, the backbone of a BNN may need to be shallower and wider compared to the backbone of a full-precision network. With this in mind, Depth-Width Reshaping (DWR) is proposed to reshape the depth and width of existing full-precision network backbones and further optimize them by incorporating pruning techniques to better fit the BNNs. Extensive experiments demonstrate the analytical result and the effectiveness of the proposed method. Compared with the original backbones, the DWR backbones constructed by the proposed method result in close to O(âˆšs) decrease in activations, while achieving an absolute accuracy increase by up to 1.7% with comparable computational cost. Besides, by using the DWR backbones, existing methods can achieve new state-of-the-art (SOTA) accuracy (e.g., 67.2% on ImageNet with ResNet-18 as the original backbone). We hope this work provides a novel insight into the backbone design of BNNs. The code is available at https://github.com/pingxue-hfut/DWR.","[""ML: Learning on the Edge & Model Compression""]","[""Ping Xue"", ""Yang Lu"", ""Jingfei Chang"", ""Xing Wei"", ""Zhen Wei""]",https://ojs.aaai.org/index.php/AAAI/article/view/26268/26040,AAAI
Deep Digging into the Generalization of Self-Supervised Monocular Depth Estimation,"Self-supervised monocular depth estimation has been widely studied recently. Most of the work has focused on improving performance on benchmark datasets, such as KITTI, but has offered a few experiments on generalization performance. In this paper, we investigate the backbone networks (e.g., CNNs, Transformers, and CNN-Transformer hybrid models) toward the generalization of monocular depth estimation. We first evaluate state-of-the-art models on diverse public datasets, which have never been seen during the network training. Next, we investigate the effects of texture-biased and shape-biased representations using the various texture-shifted datasets that we generated. We observe that Transformers exhibit a strong shape bias and CNNs do a strong texture-bias. We also find that shape-biased models show better generalization performance for monocular depth estimation compared to texture-biased models. Based on these observations, we newly design a CNN-Transformer hybrid network with a multi-level adaptive feature fusion module, called MonoFormer. The design intuition behind MonoFormer is to increase shape bias by employing Transformers while compensating for the weak locality bias of Transformers by adaptively fusing multi-level representations. Extensive experiments show that the proposed method achieves state-of-the-art performance with various public datasets. Our method also shows the best generalization ability among the competitive methods.","[""CV: 3D Computer Vision"", ""CV: Adversarial Attacks & Robustness"", ""CV: Applications"", ""CV: Vision for Robotics & Autonomous Driving""]","[""Jinwoo Bae"", ""Sungho Moon"", ""Sunghoon Im""]",https://ojs.aaai.org/index.php/AAAI/article/view/25090/24862,AAAI
BEVStereo: Enhancing Depth Estimation in Multi-View 3D Object Detection with Temporal Stereo,"Restricted by the ability of depth perception, all Multi-view 3D object detection methods fall into the bottleneck of depth accuracy. By constructing temporal stereo, depth estimation is quite reliable in indoor scenarios. However, there are two difficulties in directly integrating temporal stereo into outdoor multi-view 3D object detectors: 1) The construction of temporal stereos for all views results in high computing costs. 2) Unable to adapt to challenging outdoor scenarios. In this study, we propose an effective method for creating temporal stereo by dynamically determining the center and range of the temporal stereo. The most confident center is found using the EM algorithm. Numerous experiments on nuScenes have shown the BEVStereo's ability to deal with complex outdoor scenarios that other stereo-based methods are unable to handle.  For the first time, a stereo-based approach shows superiority in scenarios like a static ego vehicle and moving objects. BEVStereo achieves the new state-of-the-art in the camera-only track of nuScenes dataset while maintaining memory efficiency.  Codes have been released.","[""CV: 3D Computer Vision"", ""CV: Vision for Robotics & Autonomous Driving""]","[""Yinhao Li"", ""Han Bao"", ""Zheng Ge"", ""Jinrong Yang"", ""Jianjian Sun"", ""Zeming Li""]",https://ojs.aaai.org/index.php/AAAI/article/view/25234/25006,AAAI
Kajibuntan: A House Chore Division App,"Couples often encounter the challenge of sharing house chores.  This raises the fundamental question of how to divide chores. In this paper, we present a new application for a fair division of household chores. Our platform, called Kajibuntan, allows couples to specify the set of chores to be shared, their preferences over them, and the current allocation. Our tool visualizes the current allocation and makes proposals according to their preferences based on the theory of fair division. The goal of our tool is to provide a systematic and transparent system to divide household chores and help creating harmony in the home.","[""Fair Division"", ""Chores"", ""Envy-freeness""]","[""Ayumi Igarashi"", ""Tomohiko Yokoyama""]",https://ojs.aaai.org/index.php/AAAI/article/view/27075/26847,AAAI
Phase-Informed Bayesian Ensemble Models Improve Performance of COVID-19 Forecasts,"Despite hundreds of methods published in the literature, forecasting epidemic dynamics remains challenging yet important. The challenges stem from multiple sources, including: the need for timely data, co-evolution of epidemic dynamics with behavioral and immunological adaptations, and the evolution of new pathogen strains. The ongoing COVID-19 pandemic highlighted these challenges; in an important article, Reich et al. did a comprehensive analysis highlighting many of these challenges.

In this paper, we take another step in critically evaluating existing epidemic forecasting methods. Our methods are based on a simple yet crucial observation - epidemic dynamics go through a number of phases (waves). Armed with this understanding, we propose a modification to our deployed Bayesian ensembling case time series forecasting framework. We show that ensembling methods employing the phase information and using different weighting schemes for each phase can produce improved forecasts. We evaluate our proposed method with both the currently deployed model and the COVID-19 forecasthub models. The overall performance of the proposed model is consistent across the pandemic but more importantly, it is ranked third and first during two critical rapid growth phases in cases, regimes where the performance of most models from the CDC forecasting hub dropped significantly.","[""Disease Forecasting"", ""Bayesian Model Averaging"", ""Ensemble Methods"", ""COVID-19 Forecasting"", ""Ablation Analysis""]","[""Aniruddha Adiga"", ""Gursharn Kaur"", ""Lijing Wang"", ""Benjamin Hurt"", ""Przemyslaw Porebski"", ""Srinivasan Venkatramanan"", ""Bryan Lewis"", ""Madhav V. Marathe""]",https://ojs.aaai.org/index.php/AAAI/article/view/26855/26627,AAAI
SegFormer: A Topic Segmentation Model with Controllable Range of Attention,"Topic segmentation aims to reveal the latent structure of a document and divide it into multiple parts. However, current neural solutions are limited in the context modeling of sentences and feature representation of candidate boundaries. This causes the model to suffer from inefficient sentence context encoding and noise information interference. In this paper, we design a new text segmentation model SegFormer with unidirectional attention blocks to better model sentence representations. To alleviate the problem of noise information interference, SegFormer uses a novel additional context aggregator and a topic classification loss to guide the model to aggregate the information within the appropriate range.  In addition, SegFormer applies an iterative prediction algorithm to search for optimal boundaries progressively. We evaluate SegFormer's generalization ability, multilingual ability, and application ability on multiple challenging real-world datasets. Experiments show that our model significantly improves the performance by 7.5% on the benchmark WIKI-SECTION compared to several strong baselines. The application of SegFormer to a real-world dataset to separate normal and advertisement segments in product marketing essays also achieves superior performance in the evaluation with other cutting-edge models.","[""SNLP: Applications"", ""SNLP: Information Extraction"", ""SNLP: Language Models"", ""SNLP: Machine Translation & Multilinguality"", ""SNLP: Sentence-Level Semantics and Textual Inference"", ""SNLP: Summarization"", ""SNLP: Text Classification"", ""SNLP: Text Mining""]","[""Haitao Bai"", ""Pinghui Wang"", ""Ruofei Zhang"", ""Zhou Su""]",https://ojs.aaai.org/index.php/AAAI/article/view/26477/26249,AAAI
SkateboardAI: The Coolest Video Action Recognition for Skateboarding (Student Abstract),"Impressed by the coolest skateboarding sports program from 2021 Tokyo Olympic Games, we are the first to curate the original real-world video datasets ""SkateboardAI"" in the wild, even self-design and implement diverse uni-modal and multi-modal video action recognition approaches to recognize different tricks accurately. For uni-modal methods, we separately apply (1)CNN and LSTM; (2)CNN and BiLSTM; (3)CNN and BiLSTM with effective attention mechanisms; (4)Transformer-based action recognition pipeline. Transferred to the multi-modal conditions, we investigated the two-stream Inflated-3D architecture on ""SkateboardAI"" datasets to compare its performance with uni-modal cases. In sum, our objective is developing an excellent AI sport referee for the coolest skateboarding competitions.","[""Action Recognition"", ""Video Classification"", ""Skateboarding"", ""Transformer"", ""Multi-modal Learning""]","[""Hanxiao Chen""]",https://ojs.aaai.org/index.php/AAAI/article/view/26952/26724,AAAI
DASH: A Distributed and Parallelizable Algorithm for Size-Constrained Submodular Maximization,"MapReduce (MR) algorithms for maximizing monotone, submodular functions subject to a cardinality constraint (SMCC) are currently restricted to the use of the linear-adaptive (non-parallelizable) algorithm GREEDY. Low-adaptive algorithms do not satisfy the requirements of these distributed MR frameworks, thereby limiting their performance. We study the SMCC problem in a distributed setting and propose the first MR algorithms with sublinear adaptive complexity. Our algorithms, R-DASH, T-DASH and G-DASH provide 0.316 - Îµ, 3/8 - Îµ , and (1 - 1/e - Îµ)   approximation ratios, respectively, with nearly optimal adaptive complexity and nearly linear time complexity. Additionally, we provide a framework to increase, under some mild assumptions, the maximum permissible cardinality constraint from  O( n / â„“^2) of prior MR algorithms to O( n / â„?), where n is the data size and â„?is the number of machines; under a stronger condition on the objective function, we increase the maximum constraint value to n. Finally, we provide empirical evidence to demonstrate that our sublinear-adaptive, distributed algorithms provide orders of magnitude faster runtime compared to current state-of-the-art distributed algorithms.","[""CSO: Distributed CSP/Optimization"", ""CSO: Constraint Optimization"", ""CSO: Constraint Programming"", ""CSO: Constraint Satisfaction"", ""CSO: Other Foundations of Constraint Satisfaction & Optimization""]","[""Tonmoy Dey"", ""Yixin Chen"", ""Alan Kuhnle""]",https://ojs.aaai.org/index.php/AAAI/article/view/25508/25280,AAAI
Few-Shot Object Detection via Variational Feature Aggregation,"As few-shot object detectors are often trained with abundant base samples and fine-tuned on few-shot novel examples, the learned models are usually biased to base classes and sensitive to the variance of novel examples. To address this issue, we propose a meta-learning framework with two novel feature aggregation schemes. More precisely, we first present a Class-Agnostic Aggregation (CAA) method, where the query and support features can be aggregated regardless of their categories. The interactions between different classes encourage class-agnostic representations and reduce confusion between base and novel classes.
Based on the CAA, we then propose a Variational Feature Aggregation (VFA) method, which encodes support examples into class-level support features for robust feature aggregation. We use a variational autoencoder to estimate class distributions and sample variational features from distributions that are more robust to the variance of support examples. Besides, we decouple classification and regression tasks so that VFA is performed on the classification branch without affecting object localization. Extensive experiments on PASCAL VOC and COCO demonstrate that our method significantly outperforms a strong baseline (up to 16%) and previous state-of-the-art methods (4% in average).","[""CV: Object Detection & Categorization""]","[""Jiaming Han"", ""Yuqiang Ren"", ""Jian Ding"", ""Ke Yan"", ""Gui-Song Xia""]",https://ojs.aaai.org/index.php/AAAI/article/view/25153/24925,AAAI
Fair Short Paths in Vertex-Colored Graphs,"The computation of short paths in graphs with arc lengths is a pillar of graph algorithmics and network science. In a more diverse world, however, not every short path is equally valuable. For the setting where each vertex is assigned to a group (color), we provide a framework to model multiple natural fairness aspects. We seek to find short paths in which the number of occurrences of each color is within some given lower and upper bounds. Among other results, we prove the introduced problems to be computationally intractable (NP-hard and parameterized hard with respect to the number of colors) even in very restricted settings (such as each color should appear with exactly the same frequency), while also presenting an encouraging algorithmic result (""fixed-parameter tractability"") related to the length of the sought solution path for the general problem.","[""SO: Mixed Discrete/Continuous Search"", ""GTEP: Coordination and Collaboration""]","[""Matthias Bentert"", ""Leon Kellerhals"", ""Rolf Niedermeier""]",https://ojs.aaai.org/index.php/AAAI/article/view/26455/26227,AAAI
NHITS: Neural Hierarchical Interpolation for Time Series Forecasting,"Recent progress in neural forecasting accelerated improvements in the performance of large-scale forecasting systems. Yet, long-horizon forecasting remains a very difficult task. Two common challenges afflicting the task are the volatility of the predictions and their computational complexity. We introduce NHITS, a model which addresses both challenges by incorporating novel hierarchical interpolation and multi-rate data sampling techniques. These techniques enable the proposed method to assemble its predictions sequentially, emphasizing components with different frequencies and scales while decomposing the input signal and synthesizing the forecast. We prove that the hierarchical interpolation technique can efficiently approximate arbitrarily long horizons in the presence of smoothness. Additionally, we conduct extensive large-scale dataset experiments from the long-horizon forecasting literature, demonstrating the advantages of our method over the state-of-the-art methods, where NHITS provides an average accuracy improvement of almost 20% over the latest Transformer architectures while reducing the computation time by an order of magnitude (50 times). Our code is available at https://github.com/Nixtla/neuralforecast.","[""ML: Time-Series/Data Streams"", ""ML: Deep Neural Architectures""]","[""Cristian Challu"", ""Kin G. Olivares"", ""Boris N. Oreshkin"", ""Federico Garza Ramirez"", ""Max Mergenthaler Canseco"", ""Artur Dubrawski""]",https://ojs.aaai.org/index.php/AAAI/article/view/25854/25626,AAAI
CP-Rec: Contextual Prompting for Conversational Recommender Systems,"The conversational recommender system (CRS) aims to provide high-quality recommendations through interactive dialogues. However, previous CRS models have no effective mechanisms for task planning and topic elaboration, and thus they hardly maintain coherence in multi-task recommendation dialogues. Inspired by recent advances in prompt-based learning, we propose a novel contextual prompting framework for dialogue management, which optimizes prompts based on context, topics, and user profiles. Specifically, we develop a topic controller to sequentially plan the subtasks, and a prompt search module to construct context-aware prompts. We further adopt external knowledge to enrich user profiles and make knowledge-aware recommendations. Incorporating these techniques, we propose a conversational recommender system with contextual prompting, namely CP-Rec. Experimental results demonstrate that it achieves state-of-the-art recommendation accuracy and generates more coherent and informative conversations.","[""SNLP: Conversational AI/Dialogue Systems""]","[""Keyu Chen"", ""Shiliang Sun""]",https://ojs.aaai.org/index.php/AAAI/article/view/26487/26259,AAAI
TransPath: Learning Heuristics for Grid-Based Pathfinding via Transformers,"Heuristic search algorithms, e.g. A*, are the commonly used tools for pathfinding on grids, i.e. graphs of regular structure that are widely employed to represent environments in robotics, video games, etc. Instance-independent heuristics for grid graphs, e.g. Manhattan distance, do not take the obstacles into account, and thus the search led by such heuristics performs poorly in obstacle-rich environments. To this end, we suggest learning the instance-dependent heuristic proxies that are supposed to notably increase the efficiency of the search. The first heuristic proxy we suggest to learn is the correction factor, i.e. the ratio between the instance-independent cost-to-go estimate and the perfect one (computed offline at the training phase). Unlike learning the absolute values of the cost-to-go heuristic function, which was known before, learning the correction factor utilizes the knowledge of the instance-independent heuristic. The second heuristic proxy is the path probability, which indicates how likely the grid cell is lying on the shortest path. This heuristic can be employed in the Focal Search framework as the secondary heuristic, allowing us to preserve the guarantees on the bounded sub-optimality of the solution. We learn both suggested heuristics in a supervised fashion with the state-of-the-art neural networks containing attention blocks (transformers). We conduct a thorough empirical evaluation on a comprehensive dataset of planning tasks, showing that the suggested techniques i) reduce the computational effort of the A* up to a factor of 4x while producing the solutions, whose costs exceed those of the optimal solutions by less than 0.3% on average; ii) outperform the competitors, which include the conventional techniques from the heuristic search, i.e. weighted A*, as well as the state-of-the-art learnable planners.

The project web-page is: https://airi-institute.github.io/TransPath/.","[""SO: Heuristic Search"", ""ML: Deep Generative Models & Autoencoders"", ""PRS: Planning/Scheduling and Learning""]","[""Daniil Kirilenko"", ""Anton Andreychuk"", ""Aleksandr Panov"", ""Konstantin Yakovlev""]",https://ojs.aaai.org/index.php/AAAI/article/view/26465/26237,AAAI
Meta-Learning for Simple Regret Minimization,"We develop a meta-learning framework for simple regret minimization in bandits. In this framework, a learning agent interacts with a sequence of bandit tasks, which are sampled i.i.d. from an unknown prior distribution, and learns its meta-parameters to perform better on future tasks. We propose the first Bayesian and frequentist meta-learning algorithms for this setting. The Bayesian algorithm has access to a prior distribution over the meta-parameters and its meta simple regret over m bandit tasks with horizon n is mere O(m / âˆšn). On the other hand, the meta simple regret of the frequentist algorithm is O(nâˆšm + m/ âˆšn). While its regret is worse, the frequentist algorithm is more general because it does not need a prior distribution over the meta-parameters. It can also be analyzed in more settings. We instantiate our algorithms for several classes of bandit problems. Our algorithms are general and we complement our theory by evaluating them empirically in several environments.","[""ML: Online Learning & Bandits"", ""ML: Meta Learning""]","[""Javad Azizi"", ""Branislav Kveton"", ""Mohammad Ghavamzadeh"", ""Sumeet Katariya""]",https://ojs.aaai.org/index.php/AAAI/article/view/25823/25595,AAAI
Towards Hybrid Automation by Bootstrapping Conversational Interfaces for IT Operation Tasks,"Process automation has evolved from end-to-end automation of repetitive process branches to hybrid automation where bots perform some activities and humans serve other activities. In the context of knowledge-intensive processes such as IT operations, implementing hybrid automation is a natural choice where robots can perform certain mundane functions, with humans taking over the decision of when and which IT systems need to act. Recently, ChatOps, which refers to conversation-driven collaboration for IT operations, has rapidly accelerated efficiency by providing a cross-organization and cross-domain platform to resolve and manage issues as soon as possible. Hence, providing a natural language interface to bots is a logical progression to enable collaboration between humans and bots. This work presents a no-code approach to provide a conversational interface that enables human workers to collaborate with bots executing automation scripts. The bots identify the intent of users' requests and automatically orchestrate one or more relevant automation tasks to serve the request. We further detail our process of mining the conversations between humans and bots to monitor performance and identify the scope for improvement in service quality.","[""IT Process Automation"", ""Bootstrapping Conversational Interfaces"", ""Hybrid Automation"", ""Human-automation Collaboration"", ""Automation Monitoring""]","[""Jayachandu Bandlamudi"", ""Kushal Mukherjee"", ""Prerna Agarwal"", ""Sampath Dechu"", ""Siyu Huo"", ""Vatche Isahagian"", ""Vinod Muthusamy"", ""Naveen Purushothaman"", ""Renuka Sindhgatta""]",https://ojs.aaai.org/index.php/AAAI/article/view/26856/26628,AAAI
STL-Based Synthesis of Feedback Controllers Using Reinforcement Learning,"Deep Reinforcement Learning (DRL) has the potential to be used for synthesizing feedback controllers (agents) for various complex systems with unknown dynamics. These systems are expected to satisfy diverse safety and liveness properties best captured using temporal logic. In RL, the reward function plays a crucial role in specifying the desired behaviour of these agents. However, the problem of designing the reward function for an RL agent to satisfy complex temporal logic specifications has received limited attention in the literature. To address this, we provide a systematic way of generating rewards in real-time by using the quantitative semantics of Signal Temporal Logic (STL), a widely used temporal logic to specify the behaviour of cyber-physical systems. We propose a new quantitative semantics for STL having several desirable properties, making it suitable for reward generation. We evaluate our STL-based reinforcement learning mechanism on several complex continuous control benchmarks and compare our STL semantics with those available in the literature in terms of their efficacy in synthesizing the controller agent. Experimental results establish our new semantics to be the most suitable for synthesizing feedback controllers for complex continuous dynamical systems through reinforcement learning.","[""General""]","[""Nikhil Kumar Singh"", ""Indranil Saha""]",https://ojs.aaai.org/index.php/AAAI/article/view/26764/26536,AAAI
From Coarse to Fine: Hierarchical Pixel Integration for Lightweight Image Super-resolution,"Image super-resolution (SR) serves as a fundamental tool for the processing and transmission of multimedia data. Recently, Transformer-based models have achieved competitive performances in image SR. They divide images into fixed-size patches and apply self-attention on these patches to model long-range dependencies among pixels. However, this architecture design is originated for high-level vision tasks, which lacks design guideline from SR knowledge. In this paper, we aim to design a new attention block whose insights are from the interpretation of Local Attribution Map (LAM) for SR networks.  Specifically, LAM presents a hierarchical importance map where the most important pixels are located in a fine area of a patch and some less important pixels are spread in a coarse area of the whole image. To access pixels in the coarse area, instead of using a very large patch size, we propose a lightweight Global Pixel Access (GPA) module that applies cross-attention with the most similar patch in an image. In the fine area, we use an Intra-Patch Self-Attention (IPSA) module to model long-range pixel dependencies in a local patch, and then a spatial convolution is applied to process the finest details. In addition, a Cascaded Patch Division (CPD) strategy is proposed to enhance perceptual quality of recovered images. Extensive experiments suggest that our method outperforms state-of-the-art lightweight SR methods by a large margin. Code is available at https://github.com/passerer/HPINet.","[""CV: Low Level & Physics-Based Vision"", ""CV: Computational Photography"", ""Image & Video Synthesis""]","[""Jie Liu"", ""Chao Chen"", ""Jie Tang"", ""Gangshan Wu""]",https://ojs.aaai.org/index.php/AAAI/article/view/25254/25026,AAAI
RankDNN: Learning to Rank for Few-Shot Learning,"This paper introduces a new few-shot learning pipeline that
casts relevance ranking for image retrieval as binary ranking
relation classification. In comparison to image classification,
ranking relation classification is sample efficient and
domain agnostic. Besides, it provides a new perspective on
few-shot learning and is complementary to state-of-the-art
methods. The core component of our deep neural network is
a simple MLP, which takes as input an image triplet encoded
as the difference between two vector-Kronecker products,
and outputs a binary relevance ranking order. The proposed
RankMLP can be built on top of any state-of-the-art feature
extractors, and our entire deep neural network is called
the ranking deep neural network, or RankDNN. Meanwhile,
RankDNN can be flexibly fused with other post-processing
methods. During the meta test, RankDNN ranks support images
according to their similarity with the query samples,
and each query sample is assigned the class label of its
nearest neighbor. Experiments demonstrate that RankDNN
can effectively improve the performance of its baselines
based on a variety of backbones and it outperforms previous
state-of-the-art algorithms on multiple few-shot learning
benchmarks, including miniImageNet, tieredImageNet,
Caltech-UCSD Birds, and CIFAR-FS. Furthermore, experiments
on the cross-domain challenge demonstrate the superior
transferability of RankDNN.The code is available at:
https://github.com/guoqianyu-alberta/RankDNN.","[""CV: Other Foundations of Computer Vision"", ""ML: Learning Preferences or Rankings"", ""ML: Meta Learning"", ""ML: Transfer"", ""Domain Adaptation"", ""Multi-Task Learning""]","[""Qianyu Guo"", ""Gong Haotong"", ""Xujun Wei"", ""Yanwei Fu"", ""Yizhou Yu"", ""Wenqiang Zhang"", ""Weifeng Ge""]",https://ojs.aaai.org/index.php/AAAI/article/view/25150/24922,AAAI
Privacy Attacks on Schedule-Driven Data,"Schedules define how resources process jobs in diverse domains, reaching from healthcare to transportation, and, therefore, denote a valuable starting point for analysis of the underlying system. However, publishing a schedule may disclose private information on the considered jobs. In this paper, we provide a first threat model for published schedules, thereby defining a completely new class of data privacy problems. We then propose distance-based measures to assess the privacy loss incurred by a published schedule, and show their theoretical properties for an uninformed adversary, which can be used as a benchmark for informed attacks. We show how an informed attack on a published schedule can be phrased as an inverse scheduling problem. We instantiate this idea by formulating the inverse of a well-studied single-machine scheduling problem, namely minimizing the total weighted completion times. An empirical evaluation for synthetic scheduling problems shows the effectiveness of informed privacy attacks and compares the results to theoretical bounds on uninformed attacks.","[""PRS: Scheduling"", ""PRS: Applications"", ""PRS: Planning/Scheduling and Learning""]","[""Stephan A. Fahrenkrog-Petersen"", ""Arik Senderovich"", ""Alexandra Tichauer"", ""Ali Kaan Tutak"", ""J. Christopher Beck"", ""Matthias Weidlich""]",https://ojs.aaai.org/index.php/AAAI/article/view/26412/26184,AAAI
Generalizing Downsampling from Regular Data to Graphs,"Downsampling produces coarsened, multi-resolution representations of data and it is used, for example, to produce lossy compression and visualization of large images, reduce computational costs, and boost deep neural representation learning.
Unfortunately, due to their lack of a regular structure, there is still no consensus on how downsampling should apply to graphs and linked data. Indeed reductions in graph data are still needed for the goals described above, but reduction mechanisms do not have the same focus on preserving topological structures and properties, while allowing for resolution-tuning, as is the case in regular data downsampling.
In this paper, we take a step in this direction, introducing a unifying interpretation of downsampling in regular and graph data. In particular, we define a graph coarsening mechanism which is a graph-structured counterpart of controllable equispaced coarsening mechanisms in regular data. We prove theoretical guarantees for distortion bounds on path lengths, as well as the ability to preserve key topological properties in the coarsened graphs. We leverage these concepts to define a graph pooling mechanism that we empirically assess in graph classification tasks, providing a greedy algorithm that allows efficient parallel implementation on GPUs, and showing that it compares favorably against pooling methods in literature.","[""ML: Graph-based Machine Learning"", ""DMKM: Graph Mining"", ""Social Network Analysis & Community Mining""]","[""Davide Bacciu"", ""Alessio Conte"", ""Francesco Landolfi""]",https://ojs.aaai.org/index.php/AAAI/article/view/25824/25596,AAAI
